,L,R,F,M,C
39350,74 days 20:48:00,16.0,4,6691,0.714272904
39351,67 days 12:00:00,7.666666666666667,2,4017,1.18956933
39352,28 days 00:48:00,13.233333333333333,3,6540,0.730657492
39353,25 days 04:00:00,8.133333333333333,6,7990,0.598046308
39354,61 days 04:48:00,23.4,3,8268,0.577908805
39355,28 days 04:00:00,7.533333333333333,3,5661,0.844027557
39356,17 days 10:24:00,3.4,7,8280,0.577022947
39357,22 days 02:24:00,1.2333333333333334,5,6410,0.745285491
39358,28 days 19:12:00,2.2666666666666666,6,8841,0.540337066
39359,72 days 10:24:00,2.966666666666667,3,6231,0.766666667
39360,79 days 04:00:00,7.333333333333333,4,8308,0.575
39361,34 days 16:48:00,18.433333333333334,2,4154,1.15
39362,14 days 07:12:00,11.566666666666666,3,6231,0.766666667
39363,103 days 04:48:00,1.6333333333333333,4,6974,0.684913966
39364,33 days 00:00:00,0.43333333333333335,8,10080,0.473833333
39365,23 days 11:12:00,3.8,7,6298,0.758332804
39366,22 days 22:24:00,0.5333333333333333,4,8259,0.57821528
39367,65 days 05:36:00,6.266666666666667,7,10743,0.444513637
39368,20 days 05:36:00,11.266666666666667,5,6786,0.703713528
39369,22 days 13:36:00,1.2,6,6961,0.685991955
39370,22 days 04:00:00,3.6666666666666665,3,5421,0.880774765
39371,18 days 00:00:00,2.6666666666666665,5,5112,0.934008216
39372,27 days 09:36:00,1.5333333333333334,3,8526,0.56
39373,61 days 17:36:00,22.566666666666666,4,5232,0.9125
39374,65 days 01:36:00,0.23333333333333334,9,8112,0.588517012
39375,15 days 07:12:00,2.6666666666666665,4,6874,0.694495199
39376,82 days 06:24:00,3.3333333333333335,5,5899,0.809276148
39377,16 days 01:36:00,0.06666666666666667,6,5434,0.878511226
39378,61 days 08:48:00,12.2,7,8198,0.582135887
39379,30 days 11:12:00,7.133333333333334,4,5622,0.848815368
39380,109 days 20:00:00,16.866666666666667,6,7246,0.658535744
39381,95 days 04:00:00,11.633333333333333,5,5935,0.80399326
39382,27 days 16:00:00,3.2,10,8936,0.53391786
39383,25 days 02:24:00,11.166666666666666,8,5198,0.91775683
39384,56 days 03:12:00,8.3,6,4938,0.965990279
39385,20 days 06:24:00,5.733333333333333,4,4935,0.966541033
39386,70 days 06:24:00,1.7333333333333334,2,5420,0.88
39387,22 days 07:12:00,16.533333333333335,7,6560,0.727057927
39388,42 days 14:24:00,14.266666666666667,7,8536,0.558727741
39389,20 days 05:36:00,11.866666666666667,7,5096,0.935714286
39390,25 days 20:00:00,13.433333333333334,4,6440,0.740434783
39391,19 days 05:36:00,5.9,6,6355,0.750306845
39392,82 days 00:48:00,9.233333333333333,3,5324,0.895567243
39393,56 days 19:12:00,7.566666666666666,3,4931,0.966919489
39394,58 days 00:00:00,12.9,4,7817,0.609933478
39395,14 days 09:36:00,2.1666666666666665,6,8425,0.56587181
39396,68 days 04:00:00,5.633333333333334,6,7004,0.680672473
39397,106 days 11:12:00,7.333333333333333,5,5661,0.842045575
39398,22 days 14:24:00,1.4666666666666666,2,6569,0.72554879
39399,22 days 04:48:00,17.9,4,9073,0.525294831
39400,109 days 12:00:00,0.9,5,6549,0.727689724
39401,15 days 08:00:00,1.0,12,8417,0.566172033
39402,25 days 17:36:00,1.5,3,8229,0.579099526
39403,17 days 03:12:00,11.6,5,5350,0.890691589
39404,53 days 02:24:00,6.333333333333333,4,6386,0.746122769
39405,41 days 02:24:00,0.36666666666666664,4,10170,0.468477876
39406,62 days 10:24:00,2.3,4,6724,0.708542534
39407,12 days 07:12:00,6.133333333333334,3,5590,0.852271914
39408,27 days 12:48:00,15.366666666666667,5,8261,0.576691684
39409,86 days 19:12:00,6.133333333333334,4,4997,0.953291975
39410,48 days 05:36:00,0.8333333333333334,5,7010,0.67953067
39411,95 days 22:24:00,0.5,3,5642,0.844221907
39412,41 days 13:36:00,18.333333333333332,4,5947,0.800865983
39413,12 days 16:00:00,4.033333333333333,7,9932,0.479512686
39414,18 days 16:48:00,0.6666666666666666,3,5341,0.891683205
39415,53 days 12:48:00,3.3333333333333335,4,7773,0.612652772
39416,20 days 14:24:00,2.7333333333333334,3,5401,0.88154601
39417,100 days 18:24:00,5.666666666666667,2,6348,0.75
39418,30 days 16:48:00,3.8333333333333335,9,11402,0.417555692
39419,18 days 17:36:00,14.233333333333333,3,7375,0.645545763
39420,37 days 23:12:00,2.2666666666666666,7,9982,0.476918453
39421,80 days 02:24:00,1.1,5,6181,0.77016664
39422,68 days 08:48:00,6.5,4,6072,0.783952569
39423,49 days 13:36:00,19.866666666666667,2,6678,0.71278826
39424,52 days 04:00:00,22.933333333333334,4,6449,0.737982633
39425,30 days 04:48:00,7.233333333333333,6,9447,0.503753573
39426,103 days 15:12:00,13.833333333333334,5,7096,0.670617249
39427,31 days 17:36:00,11.333333333333334,6,7785,0.611213873
39428,48 days 11:12:00,19.766666666666666,5,5553,0.856879164
39429,109 days 06:24:00,0.13333333333333333,7,6233,0.763372373
39430,69 days 13:36:00,4.0,7,8837,0.538415752
39431,109 days 07:12:00,2.2333333333333334,7,6507,0.731143384
39432,84 days 08:48:00,5.5,5,6274,0.758277016
39433,20 days 01:36:00,19.966666666666665,2,5286,0.9
39434,12 days 20:00:00,0.13333333333333333,9,7011,0.678552275
39435,81 days 03:12:00,4.166666666666667,6,6031,0.788807826
39436,114 days 10:24:00,3.2,4,6785,0.70113633
39437,54 days 09:36:00,6.633333333333334,2,5872,0.81
39438,21 days 12:00:00,17.2,5,7719,0.616180852
39439,97 days 12:00:00,8.6,4,6682,0.711774918
39440,13 days 10:24:00,4.833333333333333,6,7405,0.64227684
39441,41 days 21:36:00,19.466666666666665,4,8336,0.57053143
39442,15 days 04:48:00,1.6333333333333333,7,6039,0.787531048
39443,28 days 16:48:00,0.03333333333333333,5,12812,0.37120512
39444,91 days 06:24:00,3.1666666666666665,8,9038,0.52604116
39445,91 days 21:36:00,6.666666666666667,4,7768,0.61201725
39446,67 days 19:12:00,16.6,6,6365,0.746802828
39447,95 days 23:12:00,0.9,14,8576,0.554239739
39448,46 days 09:36:00,0.2,4,7442,0.638648213
39449,60 days 11:12:00,5.733333333333333,4,9140,0.52
39450,41 days 16:48:00,14.3,5,7325,0.648832765
39451,70 days 02:24:00,5.9,4,6981,0.680782123
39452,25 days 14:24:00,5.633333333333334,5,6346,0.748900095
39453,18 days 14:24:00,6.533333333333333,5,5340,0.889945693
39454,41 days 08:00:00,1.5,6,9318,0.51
39455,19 days 01:36:00,6.166666666666667,5,5305,0.895762488
39456,22 days 20:00:00,0.13333333333333333,7,7008,0.678063642
39457,31 days 07:12:00,12.133333333333333,3,4750,1.0
39458,55 days 04:00:00,1.7,4,5289,0.89804878
39459,92 days 12:48:00,10.333333333333334,7,8096,0.586623024
39460,92 days 15:12:00,8.033333333333333,5,7337,0.647233202
39461,94 days 00:48:00,4.566666666666666,4,9327,0.509113327
39462,33 days 13:36:00,4.8,4,5831,0.814316584
39463,38 days 03:12:00,19.733333333333334,2,5023,0.945291658
39464,61 days 00:48:00,13.133333333333333,4,7487,0.634192601
39465,56 days 00:00:00,0.4666666666666667,2,3723,1.275345152
39466,80 days 00:00:00,5.4,4,4798,0.989426845
39467,53 days 14:24:00,1.7,5,6669,0.711751387
39468,38 days 20:48:00,1.3666666666666667,3,8526,0.556666667
39469,108 days 21:36:00,5.4,5,5887,0.806028537
39470,15 days 02:24:00,6.233333333333333,5,6086,0.77965166
39471,44 days 12:48:00,9.633333333333333,4,5530,0.857981917
39472,70 days 18:24:00,9.2,5,6621,0.716598701
39473,25 days 10:24:00,1.8333333333333333,5,7011,0.676599629
39474,77 days 14:24:00,1.0666666666666667,5,8901,0.53289181
39475,59 days 03:12:00,2.2,7,7140,0.664256303
39476,69 days 14:24:00,0.6,5,5998,0.790715238
39477,86 days 06:24:00,1.6333333333333333,5,7313,0.64852728
39478,22 days 22:24:00,8.333333333333334,10,6216,0.762958494
39479,66 days 04:00:00,11.666666666666666,4,3952,1.2
39480,74 days 20:00:00,14.666666666666666,3,6009,0.78915793
39481,22 days 14:24:00,13.466666666666667,8,7760,0.611063144
39482,37 days 12:48:00,7.166666666666667,3,5927,0.800037118
39483,21 days 08:48:00,17.233333333333334,3,6997,0.677683293
39484,94 days 21:36:00,3.6666666666666665,3,6294,0.753333333
39485,35 days 21:36:00,18.833333333333332,4,5003,0.947711373
39486,36 days 18:24:00,16.7,7,6639,0.714098509
39487,21 days 23:12:00,2.2333333333333334,8,6125,0.773993469
39488,103 days 13:36:00,3.8666666666666667,5,6283,0.754516951
39489,82 days 06:24:00,2.2,3,5901,0.803333333
39490,18 days 08:00:00,2.6666666666666665,6,6619,0.716129325
39491,30 days 22:24:00,9.3,4,7270,0.652001376
39492,27 days 12:48:00,1.6,5,4592,1.032108014
39493,76 days 19:12:00,3.566666666666667,4,7187,0.659369695
39494,41 days 00:00:00,0.9,5,9146,0.518115023
39495,87 days 22:24:00,8.366666666666667,6,6602,0.717746138
39496,94 days 15:12:00,0.23333333333333334,9,7236,0.654834163
39497,33 days 20:00:00,0.06666666666666667,5,8664,0.546888273
39498,104 days 04:00:00,10.533333333333333,4,7248,0.653711369
39499,26 days 19:12:00,17.633333333333333,5,4738,1.0
39500,55 days 20:00:00,0.6333333333333333,6,7168,0.660897042
39501,63 days 20:00:00,0.5666666666666667,4,3805,1.244996058
39502,27 days 00:00:00,15.833333333333334,4,7605,0.622899408
39503,39 days 19:12:00,5.866666666666666,6,6132,0.772485323
39504,67 days 04:00:00,24.3,2,4986,0.95
39505,43 days 02:24:00,1.1333333333333333,6,6789,0.697693327
39506,73 days 19:12:00,8.1,10,5790,0.818
39507,44 days 10:24:00,19.966666666666665,7,10638,0.445187065
39508,23 days 00:00:00,3.7333333333333334,8,6724,0.704268293
39509,21 days 08:00:00,0.13333333333333333,2,3275,1.445945038
39510,80 days 21:36:00,11.966666666666667,4,5924,0.799358542
39511,14 days 21:36:00,0.06666666666666667,6,7909,0.598712859
39512,54 days 23:12:00,4.233333333333333,7,9318,0.508160549
39513,73 days 10:24:00,18.966666666666665,4,5793,0.817365786
39514,12 days 18:24:00,9.7,3,7922,0.597689977
39515,64 days 16:00:00,3.033333333333333,4,5952,0.795446909
39516,19 days 19:12:00,3.066666666666667,7,7686,0.615970596
39517,51 days 08:48:00,11.066666666666666,4,7378,0.641650854
39518,22 days 07:12:00,1.1333333333333333,4,3224,1.468371588
39519,85 days 04:48:00,18.733333333333334,2,5260,0.9
39520,35 days 09:36:00,6.5,4,5778,0.8191883
39521,55 days 09:36:00,2.3,5,7011,0.675113393
39522,16 days 16:00:00,0.36666666666666664,9,6513,0.726728082
39523,71 days 23:12:00,8.833333333333334,5,10581,0.447269634
39524,12 days 17:36:00,6.466666666666667,3,5362,0.882588586
39525,14 days 16:00:00,2.6666666666666665,5,6680,0.708413174
39526,68 days 12:00:00,3.5,5,6764,0.699572738
39527,34 days 20:00:00,0.8333333333333334,5,5977,0.79167308
39528,78 days 19:12:00,4.333333333333333,5,7220,0.655290859
39529,17 days 23:12:00,1.6,6,7740,0.611217054
39530,30 days 21:36:00,6.466666666666667,7,9722,0.486533635
39531,79 days 20:48:00,14.866666666666667,6,7586,0.62348405
39532,37 days 15:12:00,11.666666666666666,6,6221,0.760215399
39533,23 days 01:36:00,13.233333333333333,3,6582,0.718505014
39534,37 days 09:36:00,1.6,3,7053,0.670521764
39535,79 days 00:00:00,7.266666666666667,5,6760,0.699557692
39536,12 days 08:00:00,10.9,4,6903,0.685035492
39537,53 days 00:00:00,5.4,6,5715,0.827415573
39538,46 days 10:24:00,16.6,6,6941,0.681198675
39539,34 days 11:12:00,3.8333333333333335,3,7353,0.643025976
39540,87 days 11:12:00,3.6333333333333333,6,6084,0.777143327
39541,23 days 00:48:00,0.8333333333333334,9,8057,0.586826362
39542,91 days 09:36:00,0.8666666666666667,6,9218,0.512886743
39543,69 days 22:24:00,0.26666666666666666,6,9249,0.511157963
39544,21 days 13:36:00,5.4,7,6453,0.732615838
39545,46 days 17:36:00,20.366666666666667,8,4854,0.973856613
39546,19 days 12:00:00,0.6,7,6239,0.757507613
39547,33 days 17:36:00,16.866666666666667,6,6235,0.757914996
39548,22 days 16:48:00,6.466666666666667,6,7136,0.662121637
39549,67 days 03:12:00,4.2,5,6338,0.745481224
39550,16 days 16:00:00,3.7,13,7918,0.596711291
39551,68 days 06:24:00,2.0,10,7136,0.662082399
39552,99 days 02:24:00,3.066666666666667,6,5033,0.938714484
39553,84 days 04:48:00,5.133333333333334,7,8133,0.580849625
39554,15 days 03:12:00,1.2333333333333334,5,11635,0.406
39555,36 days 08:00:00,19.633333333333333,5,6932,0.681412291
39556,34 days 21:36:00,1.2333333333333334,9,9348,0.505284553
39557,36 days 17:36:00,3.533333333333333,3,5172,0.913132251
39558,24 days 09:36:00,2.2666666666666666,6,7596,0.621735124
39559,12 days 10:24:00,0.36666666666666664,7,6066,0.778519618
39560,17 days 16:00:00,1.1333333333333333,3,5619,0.840428902
39561,69 days 10:24:00,8.233333333333333,3,6013,0.785286878
39562,67 days 00:00:00,2.033333333333333,6,6753,0.699210721
39563,101 days 09:36:00,17.066666666666666,5,5399,0.874550843
39564,90 days 00:48:00,5.666666666666667,5,5811,0.812545173
39565,23 days 18:24:00,5.1,4,10266,0.459863628
39566,43 days 23:12:00,3.433333333333333,5,6696,0.705032855
39567,20 days 00:00:00,12.533333333333333,5,6436,0.733506837
39568,19 days 14:24:00,15.466666666666667,5,5786,0.815909091
39569,81 days 08:48:00,4.4,4,7868,0.6
39570,13 days 19:12:00,7.566666666666666,3,5901,0.8
39571,91 days 22:24:00,17.233333333333334,4,6343,0.74414315
39572,19 days 08:00:00,8.266666666666667,4,7517,0.627891446
39573,77 days 21:36:00,1.7333333333333334,4,6125,0.770548571
39574,32 days 04:48:00,6.333333333333333,2,6135,0.769266504
39575,45 days 07:12:00,9.566666666666666,5,4874,0.968173984
39576,46 days 19:12:00,22.733333333333334,3,5242,0.900190767
39577,19 days 18:24:00,1.7333333333333334,6,6797,0.694178314
39578,76 days 08:00:00,1.9333333333333333,4,5498,0.858168425
39579,18 days 16:48:00,3.1666666666666665,7,9800,0.481428571
39580,18 days 19:12:00,12.433333333333334,6,6499,0.725950146
39581,15 days 12:00:00,3.6666666666666665,5,7782,0.606193781
39582,19 days 11:12:00,0.9666666666666667,4,5621,0.839235012
39583,24 days 16:48:00,14.733333333333333,5,8900,0.53
39584,21 days 16:00:00,0.6666666666666666,6,7821,0.603118527
39585,35 days 05:36:00,14.466666666666667,5,9755,0.483521271
39586,13 days 16:00:00,5.233333333333333,3,6690,0.705041854
39587,13 days 07:12:00,1.1,5,6408,0.736062734
39588,69 days 12:00:00,3.0,14,9184,0.513571429
39589,48 days 09:36:00,0.26666666666666666,5,6443,0.732006829
39590,75 days 08:00:00,11.066666666666666,5,7577,0.622449518
39591,24 days 21:36:00,0.6333333333333333,8,7948,0.593373176
39592,42 days 12:00:00,1.5666666666666667,2,5876,0.802607216
39593,72 days 23:12:00,2.1,4,8186,0.576115319
39594,17 days 16:48:00,15.566666666666666,6,8982,0.525
39595,24 days 15:12:00,11.8,4,8130,0.5799631
39596,17 days 00:48:00,13.066666666666666,6,5183,0.909714451
39597,31 days 05:36:00,4.566666666666666,3,6231,0.756666667
39598,53 days 15:12:00,8.1,3,6231,0.756666667
39599,60 days 08:00:00,18.366666666666667,3,5344,0.882223054
39600,13 days 04:00:00,0.43333333333333335,6,6694,0.704220197
39601,25 days 09:36:00,1.1,4,6101,0.772579905
39602,54 days 08:00:00,3.3666666666666667,3,6121,0.770021238
39603,102 days 04:48:00,1.6666666666666667,5,7905,0.596165718
39604,24 days 10:24:00,1.0,4,7506,0.627833733
39605,54 days 23:12:00,11.733333333333333,6,6734,0.6997921
39606,64 days 09:36:00,5.833333333333333,2,5415,0.870175439
39607,14 days 04:00:00,12.466666666666667,4,7659,0.615217391
39608,61 days 20:48:00,5.566666666666666,2,4175,1.128591617
39609,23 days 20:48:00,0.3333333333333333,4,7109,0.662792235
39610,64 days 23:12:00,3.566666666666667,3,7194,0.654931888
39611,37 days 09:36:00,7.633333333333334,6,6262,0.752408176
39612,22 days 12:48:00,11.266666666666667,6,6282,0.75
39613,86 days 10:24:00,5.1,7,8418,0.559679259
39614,101 days 04:00:00,13.733333333333333,4,6551,0.719165013
39615,28 days 13:36:00,21.233333333333334,3,4711,1.0
39616,95 days 20:00:00,0.6666666666666666,6,5678,0.829556182
39617,79 days 02:24:00,0.16666666666666666,9,9217,0.511032874
39618,15 days 20:00:00,5.633333333333334,5,5721,0.823293131
39619,26 days 01:36:00,0.8333333333333334,5,8522,0.552673081
39620,61 days 22:24:00,15.766666666666667,6,6570,0.716826484
39621,33 days 04:00:00,14.8,5,6105,0.771375921
39622,102 days 19:12:00,3.8666666666666667,7,8535,0.551727006
39623,61 days 08:48:00,4.8,5,7432,0.633519914
39624,13 days 22:24:00,11.966666666666667,3,8995,0.523429683
39625,12 days 19:12:00,5.4,8,9724,0.484182435
39626,29 days 08:48:00,0.16666666666666666,7,5750,0.818796522
39627,18 days 00:00:00,6.5,8,8332,0.565050408
39628,17 days 08:48:00,0.13333333333333333,5,5971,0.788470943
39629,47 days 16:00:00,10.7,5,9013,0.522317763
39630,102 days 13:36:00,1.5,6,5534,0.850663173
39631,36 days 19:12:00,6.733333333333333,5,5558,0.846883771
39632,29 days 04:00:00,1.1333333333333333,7,8104,0.580809477
39633,48 days 09:36:00,3.3666666666666667,4,8175,0.575760245
39634,48 days 01:36:00,11.766666666666667,7,7726,0.609183277
39635,77 days 22:24:00,9.7,7,7692,0.611872075
39636,52 days 10:24:00,3.7333333333333334,6,6175,0.762150607
39637,61 days 14:24:00,1.3333333333333333,5,6599,0.712971662
39638,51 days 15:12:00,0.6666666666666666,4,5358,0.878105636
39639,48 days 15:12:00,8.666666666666666,5,6264,0.751096743
39640,28 days 08:48:00,11.333333333333334,3,8628,0.54527121
39641,33 days 00:00:00,4.6,10,9641,0.487977388
39642,50 days 16:48:00,1.4,6,5459,0.86178421
39643,68 days 19:12:00,6.666666666666667,10,10790,0.436
39644,47 days 19:12:00,1.5,4,5600,0.84
39645,15 days 18:24:00,2.6,6,5690,0.826636204
39646,53 days 06:24:00,4.633333333333334,5,6646,0.707723443
39647,51 days 03:12:00,10.2,3,6200,0.758629032
39648,30 days 23:12:00,1.7,3,8580,0.548189977
39649,14 days 07:12:00,11.266666666666667,4,5534,0.849873509
39650,23 days 08:00:00,4.033333333333333,7,5950,0.790389916
39651,22 days 02:24:00,5.2,4,10688,0.44
39652,19 days 22:24:00,7.733333333333333,4,5934,0.792502528
39653,25 days 23:12:00,4.466666666666667,6,6508,0.722566073
39654,15 days 08:48:00,9.966666666666667,5,6223,0.755521453
39655,47 days 22:24:00,1.0666666666666667,11,7461,0.630108565
39656,39 days 17:36:00,2.566666666666667,5,8485,0.554060106
39657,60 days 18:24:00,0.5666666666666667,5,6858,0.685437445
39658,38 days 03:12:00,11.466666666666667,6,6231,0.754277002
39659,20 days 00:48:00,13.166666666666666,2,6714,0.7
39660,53 days 04:00:00,19.833333333333332,3,7112,0.660728346
39661,74 days 16:00:00,4.566666666666666,3,6052,0.77645076
39662,26 days 03:12:00,10.5,6,5797,0.810574435
39663,41 days 08:00:00,0.5333333333333333,7,14653,0.320647649
39664,54 days 12:00:00,1.1333333333333333,4,8061,0.582839598
39665,35 days 07:12:00,3.3333333333333335,4,6444,0.729065798
39666,86 days 00:48:00,11.233333333333333,6,7149,0.657140859
39667,38 days 06:24:00,14.3,2,5872,0.8
39668,43 days 08:48:00,11.066666666666666,6,4215,1.114495848
39669,28 days 08:48:00,6.866666666666666,4,4840,0.970578512
39670,77 days 13:36:00,11.466666666666667,4,8216,0.571738072
39671,53 days 02:24:00,1.1333333333333333,7,9072,0.517752425
39672,49 days 03:12:00,11.9,4,6163,0.76206393
39673,31 days 11:12:00,0.43333333333333335,3,6143,0.764421293
39674,20 days 22:24:00,0.5666666666666667,4,7046,0.666417826
39675,21 days 03:12:00,18.0,2,4957,0.947226145
39676,21 days 10:24:00,3.933333333333333,4,6939,0.676656579
39677,19 days 17:36:00,6.633333333333334,3,6699,0.700850873
39678,17 days 13:36:00,16.266666666666666,4,6897,0.680687255
39679,30 days 05:36:00,9.466666666666667,5,5435,0.863764489
39680,17 days 20:48:00,13.166666666666666,4,6719,0.698690281
39681,14 days 00:48:00,0.4666666666666667,6,6687,0.702027815
39682,37 days 11:12:00,0.9666666666666667,3,8235,0.569981785
39683,30 days 19:12:00,0.26666666666666666,6,5079,0.92415633
39684,41 days 14:24:00,5.266666666666667,5,6657,0.705066847
39685,28 days 12:00:00,4.166666666666667,8,7669,0.612011996
39686,21 days 22:24:00,19.5,6,6405,0.732771272
39687,39 days 20:48:00,5.2,8,5610,0.836579323
39688,57 days 21:36:00,20.833333333333332,3,4693,1.0
39689,14 days 09:36:00,1.5,5,6839,0.686196812
39690,19 days 01:36:00,3.3666666666666667,4,5390,0.87057885
39691,47 days 20:00:00,0.9,8,5192,0.90375
39692,28 days 01:36:00,2.6333333333333333,7,7367,0.636887471
39693,40 days 08:00:00,7.5,3,4027,1.164978892
39694,18 days 07:12:00,4.9,6,8396,0.558739876
39695,95 days 08:00:00,6.833333333333333,4,9837,0.476887262
39696,65 days 04:48:00,6.2,4,6674,0.702884327
39697,12 days 12:00:00,1.1,2,8088,0.58
39698,45 days 00:48:00,5.033333333333333,5,5201,0.901916939
39699,83 days 09:36:00,18.366666666666667,3,5021,0.93411671
39700,50 days 20:00:00,0.43333333333333335,8,7391,0.634560953
39701,37 days 08:00:00,11.833333333333334,5,4690,1.0
39702,73 days 20:00:00,0.4666666666666667,2,3289,1.425843721
39703,52 days 16:48:00,0.23333333333333334,6,5836,0.80355209
39704,25 days 00:48:00,0.1,4,6208,0.75539143
39705,25 days 16:48:00,0.1,5,5118,0.916268073
39706,28 days 20:00:00,22.266666666666666,4,8067,0.581306558
39707,16 days 02:24:00,1.9333333333333333,4,5189,0.903715552
39708,55 days 20:48:00,14.5,2,5684,0.825
39709,12 days 11:12:00,12.266666666666667,2,5684,0.825
39710,83 days 23:12:00,4.433333333333334,2,5684,0.825
39711,20 days 03:12:00,20.133333333333333,2,5684,0.825
39712,31 days 08:00:00,0.7666666666666667,6,5129,0.914211347
39713,30 days 23:12:00,0.9333333333333333,8,7936,0.590825353
39714,79 days 15:12:00,1.4,4,7367,0.636377087
39715,63 days 01:36:00,8.833333333333334,5,8525,0.549832258
39716,73 days 10:24:00,0.16666666666666666,5,4727,0.991590861
39717,13 days 13:36:00,7.033333333333333,4,9394,0.498882265
39718,35 days 00:00:00,1.5,6,5416,0.865273264
39719,61 days 06:24:00,3.066666666666667,5,6632,0.706572678
39720,39 days 09:36:00,5.2,6,5857,0.80005805
39721,72 days 07:12:00,10.766666666666667,4,5738,0.81664343
39722,34 days 15:12:00,8.1,3,5006,0.935996804
39723,64 days 20:48:00,6.466666666666667,6,5844,0.801721424
39724,45 days 06:24:00,9.166666666666666,6,5407,0.866513778
39725,42 days 15:12:00,0.4,5,6946,0.674504751
39726,41 days 20:48:00,8.3,5,7016,0.667766534
39727,50 days 00:48:00,0.9666666666666667,7,8774,0.533961705
39728,78 days 12:48:00,1.6,5,9760,0.48
39729,73 days 08:48:00,0.5,7,5270,0.888954459
39730,67 days 07:12:00,5.033333333333333,8,5042,0.929111464
39731,18 days 12:48:00,1.0333333333333334,5,7010,0.668243937
39732,90 days 05:36:00,22.4,2,4570,1.025
39733,39 days 20:48:00,5.766666666666667,5,6669,0.702366172
39734,28 days 00:48:00,4.3,6,7856,0.596178717
39735,14 days 12:00:00,13.266666666666667,2,6460,0.725
39736,18 days 18:24:00,3.8666666666666667,12,6969,0.672027551
39737,17 days 10:24:00,11.333333333333334,5,6569,0.712947176
39738,27 days 04:48:00,1.6333333333333333,7,7109,0.658729779
39739,97 days 07:12:00,20.033333333333335,3,5929,0.789812785
39740,23 days 14:24:00,1.5333333333333334,7,9262,0.505580868
39741,60 days 21:36:00,1.6666666666666667,3,5973,0.783952788
39742,52 days 21:36:00,6.5,5,6213,0.753647191
39743,18 days 00:48:00,7.4,4,7746,0.604483604
39744,39 days 21:36:00,0.3333333333333333,10,6660,0.703
39745,17 days 08:48:00,5.6,3,3504,1.336024543
39746,15 days 23:12:00,2.6333333333333333,6,6888,0.679642857
39747,58 days 20:00:00,18.733333333333334,5,6364,0.735582967
39748,72 days 12:48:00,4.933333333333334,6,7088,0.660348476
39749,96 days 04:00:00,0.1,5,5168,0.90567918
39750,26 days 04:00:00,4.5,5,6393,0.732097607
39751,78 days 09:36:00,9.1,2,7800,0.6
39752,14 days 14:24:00,14.2,2,7800,0.6
39753,61 days 16:00:00,0.4,3,3706,1.262808958
39754,50 days 14:24:00,5.033333333333333,4,3553,1.31716859
39755,17 days 08:48:00,0.13333333333333333,5,5579,0.838816992
39756,16 days 19:12:00,6.733333333333333,5,6917,0.676528842
39757,40 days 17:36:00,1.1,4,8043,0.581782917
39758,72 days 20:48:00,4.733333333333333,4,8576,0.545587687
39759,29 days 04:00:00,0.5333333333333333,7,6935,0.674671954
39760,15 days 03:12:00,12.433333333333334,3,5676,0.824312896
39761,53 days 08:48:00,13.333333333333334,2,6238,0.75
39762,80 days 20:48:00,12.7,7,6213,0.75300177
39763,34 days 20:00:00,4.9,2,5286,0.885
39764,17 days 17:36:00,1.5666666666666667,3,4693,0.996712124
39765,56 days 16:48:00,4.166666666666667,3,5425,0.862171429
39766,78 days 20:48:00,14.233333333333333,5,10050,0.46539801
39767,75 days 06:24:00,0.03333333333333333,6,9847,0.474989337
39768,17 days 16:00:00,0.9,5,8327,0.561648853
39769,61 days 13:36:00,1.2333333333333334,8,9016,0.518718944
39770,94 days 20:48:00,1.0,11,7449,0.627799705
39771,34 days 10:24:00,1.1,4,7529,0.620972241
39772,91 days 06:24:00,6.833333333333333,4,6526,0.716388293
39773,30 days 00:00:00,9.566666666666666,6,5507,0.848912293
39774,34 days 23:12:00,0.16666666666666666,8,5420,0.862476015
39775,47 days 22:24:00,4.966666666666667,3,3670,1.273716621
39776,26 days 00:00:00,7.233333333333333,5,6750,0.692518519
39777,81 days 02:24:00,3.966666666666667,2,5557,0.841187691
39778,20 days 12:00:00,5.9,2,5342,0.875
39779,79 days 08:00:00,23.833333333333332,2,6910,0.676403763
39780,48 days 01:36:00,4.166666666666667,4,4930,0.94806288
39781,34 days 07:12:00,14.266666666666667,5,6510,0.717956989
39782,45 days 12:48:00,3.9,5,7095,0.658731501
39783,32 days 12:00:00,15.233333333333333,4,7166,0.652190901
39784,18 days 18:24:00,1.0333333333333334,5,7227,0.646672201
39785,38 days 09:36:00,6.333333333333333,3,6402,0.73
39786,33 days 10:24:00,19.2,4,8308,0.5625
39787,78 days 13:36:00,1.0333333333333334,4,8308,0.5625
39788,109 days 19:12:00,4.666666666666667,4,8308,0.5625
39789,56 days 12:48:00,12.3,13,8437,0.553846154
39790,23 days 14:24:00,21.8,4,9741,0.479663279
39791,49 days 02:24:00,4.666666666666667,4,6577,0.710413562
39792,86 days 09:36:00,7.733333333333333,4,5668,0.824333098
39793,25 days 00:48:00,18.633333333333333,3,4672,1.0
39794,14 days 07:12:00,3.066666666666667,6,7120,0.656150281
39795,75 days 18:24:00,0.5333333333333333,4,4779,0.977558067
39796,46 days 02:24:00,2.4,6,6016,0.776515957
39797,97 days 07:12:00,4.8,4,5640,0.828271277
39798,12 days 06:24:00,8.633333333333333,3,6642,0.703315266
39799,16 days 03:12:00,6.3,8,6846,0.68233421
39800,73 days 05:36:00,19.533333333333335,5,6637,0.703796896
39801,42 days 17:36:00,1.6333333333333333,5,8563,0.545487563
